"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"China","Total renewable water resources per capita (m3/inhab/year)",1962,4175.0,"K",,1967,3728.0,"K",,1972,3267.0,"K",,1977,2964.0,"K",,1982,2759.0,"K",,1987,2540.0,"K",,1992,2337.0,"K",,1997,2226.0,"K",,2002,2161.0,"K",,2007,2104.0,"K",,2012,2049.0,"K",,2014,2018.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Colombia","Total renewable water resources per capita (m3/inhab/year)",1962,134857.0,"K",,1967,116193.0,"K",,1972,101957.0,"K",,1977,91102.0,"K",,1982,81304.0,"K",,1987,73011.0,"K",,1992,66369.0,"K",,1997,61069.0,"K",,2002,56769.0,"K",,2007,53183.0,"K",,2012,50340.0,"K",,2014,48933.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Comoros","Total renewable water resources per capita (m3/inhab/year)",1962,6154.0,"K",,1967,5607.0,"K",,1972,5046.0,"K",,1977,4356.0,"K",,1982,3654.0,"K",,1987,3161.0,"K",,1992,2726.0,"K",,1997,2369.0,"K",,2002,2086.0,"K",,2007,1848.0,"K",,2012,1636.0,"K",,2014,1522.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Congo","Total renewable water resources per capita (m3/inhab/year)",1962,779026.0,"K",,1967,679739.0,"K",,1972,586328.0,"K",,1977,503937.0,"K",,1982,435374.0,"K",,1987,377838.0,"K",,1992,330815.0,"K",,1997,289492.0,"K",,2002,255450.0,"K",,2007,223897.0,"K",,2012,194120.0,"K",,2014,180087.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cook Islands","Total renewable water resources per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Costa Rica","Total renewable water resources per capita (m3/inhab/year)",1962,78856.0,"K",,1967,66667.0,"K",,1972,58038.0,"K",,1977,51178.0,"K",,1982,44823.0,"K",,1987,39345.0,"K",,1992,34695.0,"K",,1997,30682.0,"K",,2002,27812.0,"K",,2007,25864.0,"K",,2012,24280.0,"K",,2014,23502.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Côte d'Ivoire","Total renewable water resources per capita (m3/inhab/year)",1962,22497.0,"K",,1967,18327.0,"K",,1972,14638.0,"K",,1977,11626.0,"K",,1982,9347.0,"K",,1987,7691.0,"K",,1992,6449.0,"K",,1997,5501.0,"K",,2002,4896.0,"K",,2007,4461.0,"K",,2012,3987.0,"K",,2014,3706.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Croatia","Total renewable water resources per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,22290.0,"K",,1997,23279.0,"K",,2002,23994.0,"K",,2007,24214.0,"K",,2012,24609.0,"K",,2014,24882.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cuba","Total renewable water resources per capita (m3/inhab/year)",1962,5117.0,"K",,1967,4613.0,"K",,1972,4224.0,"K",,1977,3956.0,"K",,1982,3840.0,"K",,1987,3712.0,"K",,1992,3551.0,"K",,1997,3465.0,"K",,2002,3408.0,"K",,2007,3378.0,"K",,2012,3361.0,"K",,2014,3347.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Cyprus","Total renewable water resources per capita (m3/inhab/year)",1962,1350.0,"K",,1967,1319.0,"K",,1972,1242.0,"K",,1977,1172.0,"K",,1982,1128.0,"K",,1987,1078.0,"K",,1992,974.1,"K",,1997,875.7,"K",,2002,796.0,"K",,2007,733.8,"K",,2012,690.9,"K",,2014,669.5,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Czechia","Total renewable water resources per capita (m3/inhab/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,1275.0,"K",,2002,1286.0,"K",,2007,1273.0,"K",,2012,1247.0,"K",,2014,1247.0,"K",

